0.000802951,0.000787407
0.000809462,
0.000795356,
0.000789931,
0.000798611,
0.000786675,
0.000798611,
0.000798611,
0.000797526,
0.000804036,
0.000792101,
0.000795356,
0.000797526,
0.00078776,
0.000788845,
0.000800781,
0.000795356,
0.000797526,
0.000784505,
0.000802951,
0.00078776,
0.000789931,
0.000795356,
0.000801866,
0.000789931,
0.000793186,
0.000793186,
0.000795356,
0.000796441,
0.000792101,
0.000802951,
0.000802951,
0.000800781,
0.000799696,
0.000797526,
0.000786675,
0.000792101,
0.000789931,
0.000800781,
0.000804036,
0.000796441,
0.000796441,
0.000795356,
0.000792101,
0.000801866,
0.000796441,
0.00078776,
0.000788845,
0.000793186,
0.000794271,
0.000800781,
0.000792101,
0.000792101,
0.000800781,
0.000798611,
0.000797526,
0.000799696,
0.000796441,
0.000798611,
0.000804036,
0.000793186,
0.000794271,
0.000792101,
0.000794271,
0.00078559,
0.000786675,
0.00078776,
0.000796441,
0.000780165,
0.000793186,
0.000792101,
0.00078776,
0.000788845,
0.000795356,
0.00077474,
0.000784505,
0.000789931,
0.00077691,
0.000777995,
0.00078559,
0.000777995,
0.00078125,
0.000777995,
0.000775825,
0.000782335,
0.00077908,
0.000772569,
0.000782335,
0.000775825,
0.00077908,
0.00078342,
0.00078776,
0.00078342,
0.000782335,
0.000784505,
0.000782335,
0.000777995,
0.000780165,
0.000780165,
0.000780165,
0.00078342,
0.000784505,
0.00078342,
0.000773655,
0.00078342,
0.00077691,
0.00078125,
0.000786675,
0.000777995,
0.000777995,
0.00077474,
0.000772569,
0.00077691,
0.000771484,
0.00077908,
0.00077474,
0.000780165,
0.000770399,
0.00077691,
0.000771484,
0.00078125,
0.000782335,
0.00077474,
0.00077474,
0.000763889,
0.000772569,
0.000772569,
0.000775825,
0.00077908,
0.000780165,
0.000775825,
0.000771484,
0.000770399,
0.000772569,
0.000770399,
